,date,MAX_AVG_LOAD,maxtempC,mintempC,avgtempC,totalprecipMM,weatherDesc,humidity,cloudcover,HeatIndexC,WindChillC,FeelsLikeC,windspeedKmph,winddirdegree,week_id,Weekday,is_weekend,residential_percent_change_from_baseline,workplaces_percent_change_from_baseline,transit_stations_percent_change_from_baseline,parks_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,retail_and_recreation_percent_change_from_baseline
1118,2020-01-24,3115.0,5,1,4,2.2,Partly cloudy,75,54,4,-2,-2,37,287,4.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,2020-01-25,3045.0,6,-1,2,0.0,Sunny,52,1,2,-1,-1,12,161,4.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,2020-01-26,3010.0,11,0,5,0.0,Sunny,42,0,5,4,4,5,133,5.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,2020-01-27,2995.0,14,2,8,0.0,Partly cloudy,27,8,8,7,7,7,177,5.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,2020-01-28,3015.0,14,7,10,0.0,Partly cloudy,26,36,10,8,8,9,260,5.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,2020-01-29,3112.5,11,4,7,0.0,Partly cloudy,68,5,7,4,4,15,297,5.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,2020-01-30,2765.0,14,4,8,0.0,Sunny,57,0,8,6,6,12,219,5.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,2020-01-31,2865.0,10,4,7,0.0,Partly cloudy,68,6,7,3,3,22,282,5.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,2020-02-01,3245.0,9,1,5,0.0,Sunny,64,0,5,2,2,15,280,5.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,2020-02-02,3022.5,12,3,7,0.0,Sunny,54,1,7,6,6,8,188,6.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,2020-02-03,2800.0,15,6,9,0.0,Partly cloudy,36,4,9,8,8,11,212,6.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,2020-02-04,2867.5,14,5,9,0.0,Sunny,45,0,9,9,9,5,218,6.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,2020-02-05,2720.0,16,5,10,0.0,Sunny,50,0,10,9,9,12,194,6.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,2020-02-06,2590.0,15,8,11,0.0,Partly cloudy,43,2,11,9,9,15,246,6.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,2020-02-07,2937.5,10,5,8,0.8,Partly cloudy,60,42,8,5,5,26,256,6.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,2020-02-08,3310.0,6,1,4,0.0,Partly cloudy,66,26,4,-2,-2,42,275,6.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,2020-02-09,3450.0,6,1,4,0.0,Partly cloudy,70,39,4,-1,-1,26,289,7.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,2020-02-10,3515.0,4,0,2,0.2,Partly cloudy,65,36,2,-3,-3,18,309,7.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,2020-02-11,3455.0,8,0,3,0.0,Partly cloudy,64,11,3,1,1,9,269,7.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,2020-02-12,3055.0,13,3,8,0.0,Partly cloudy,59,5,8,6,6,10,231,7.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,2020-02-13,2750.0,19,7,12,0.0,Partly cloudy,37,2,12,12,12,6,213,7.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,2020-02-14,2707.5,18,7,12,0.0,Partly cloudy,44,17,12,12,12,9,117,7.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,2020-02-15,2760.0,20,8,14,0.0,Partly cloudy,31,8,14,13,13,11,197,7.0,Saturday,1.0,-0.01,0.0,0.02,0.28,0.04,0.04
1141,2020-02-16,2755.0,13,8,11,0.0,Partly cloudy,56,13,11,8,8,19,293,8.0,Sunday,0.0,-0.01,0.04,-0.01,0.1,0.02,-0.01
1142,2020-02-17,2700.0,15,5,10,0.0,Partly cloudy,61,7,10,9,9,7,174,8.0,Monday,0.0,0.0,0.04,-0.02,0.11,0.0,-0.03
1143,2020-02-18,2700.0,15,6,10,0.0,Partly cloudy,55,17,10,9,9,12,147,8.0,Tuesday,0.0,0.0,0.04,0.0,0.09,0.0,-0.04
1144,2020-02-19,2955.0,11,7,9,0.5,Partly cloudy,67,58,9,6,6,25,291,8.0,Wednesday,0.0,0.0,0.04,-0.04,0.04,-0.02,-0.05
1145,2020-02-20,2930.0,11,4,8,0.3,Partly cloudy,70,37,9,6,6,22,293,8.0,Thursday,0.0,0.0,0.07,-0.02,0.03,-0.02,-0.04
1146,2020-02-21,2615.0,15,5,10,0.0,Partly cloudy,46,19,10,8,8,15,241,8.0,Friday,1.0,-0.01,0.01,-0.05,0.29,0.04,0.03
1147,2020-02-22,3070.0,10,5,8,0.1,Partly cloudy,60,20,8,5,5,17,282,8.0,Saturday,1.0,0.02,-0.02,-0.04,0.02,-0.04,-0.07
1148,2020-02-23,2837.5,14,3,8,0.0,Partly cloudy,58,8,8,7,7,8,135,9.0,Sunday,0.0,-0.01,0.05,0.03,0.08,0.01,-0.02
1149,2020-02-24,2655.0,13,7,10,0.0,Partly cloudy,52,16,10,9,9,8,192,9.0,Monday,0.0,-0.01,0.04,-0.01,0.08,0.03,-0.01
1150,2020-02-25,3027.5,11,6,9,1.3,Partly cloudy,69,41,9,5,5,23,297,9.0,Tuesday,0.0,0.0,0.03,0.0,-0.03,-0.01,-0.06
1151,2020-02-26,2822.5,13,6,9,0.0,Sunny,64,1,9,6,6,20,289,9.0,Wednesday,0.0,-0.01,0.05,0.0,0.1,0.06,0.03
1152,2020-02-27,2577.5,18,6,11,0.0,Partly cloudy,43,2,11,11,11,9,216,9.0,Thursday,0.0,-0.02,0.08,-0.01,0.19,0.07,0.06
1153,2020-02-28,2305.0,16,8,11,0.0,Partly cloudy,43,5,11,10,10,15,296,9.0,Friday,1.0,-0.04,0.01,-0.04,0.79,0.15,0.15
1154,2020-02-29,2820.0,13,8,11,0.0,Partly cloudy,51,4,11,9,9,21,280,9.0,Saturday,1.0,-0.01,-0.01,-0.03,0.12,0.03,0.02
1155,2020-03-01,2860.0,11,5,8,0.0,Partly cloudy,66,2,8,4,4,31,283,10.0,Sunday,0.0,0.0,0.04,-0.04,0.04,0.01,-0.02
1156,2020-03-02,2845.0,17,4,10,0.0,Sunny,41,0,10,10,10,6,142,10.0,Monday,0.0,-0.01,0.05,-0.02,0.04,0.06,-0.02
1157,2020-03-03,2585.0,20,6,13,0.0,Sunny,34,0,13,13,13,7,142,10.0,Tuesday,0.0,-0.01,0.06,-0.03,0.11,0.07,0.0
1158,2020-03-04,2455.0,22,9,16,0.0,Sunny,21,0,16,15,15,14,194,10.0,Wednesday,0.0,-0.02,0.06,-0.07,0.21,0.08,0.03
1159,2020-03-05,2315.0,23,11,17,0.0,Partly cloudy,14,5,17,17,17,11,240,10.0,Thursday,0.0,-0.03,0.09,-0.05,0.26,0.07,0.04
1160,2020-03-06,2590.0,17,9,13,0.0,Partly cloudy,41,18,13,10,10,37,255,10.0,Friday,1.0,0.01,-0.01,-0.16,0.06,0.0,-0.04
1161,2020-03-07,2750.0,15,6,10,0.0,Sunny,52,3,10,8,8,18,300,10.0,Saturday,1.0,0.01,-0.01,-0.14,0.12,0.05,0.02
1162,2020-03-08,2425.0,21,6,13,0.0,Sunny,53,0,14,13,13,9,145,11.0,Sunday,0.0,-0.02,0.05,-0.13,0.16,0.04,0.01
1163,2020-03-09,2420.0,23,11,17,0.0,Partly cloudy,31,14,17,16,16,17,192,11.0,Monday,0.0,-0.01,0.05,-0.09,0.1,0.03,-0.01
1164,2020-03-10,2310.0,25,12,19,0.0,Partly cloudy,22,15,19,19,19,6,228,11.0,Tuesday,0.0,-0.01,0.05,-0.1,0.17,0.04,-0.01
1165,2020-03-11,2255.0,26,14,20,0.0,Partly cloudy,23,25,20,20,20,7,95,11.0,Wednesday,0.0,-0.02,0.05,-0.15,0.21,0.08,0.03
1166,2020-03-12,2435.0,28,18,22,2.2,Partly cloudy,27,46,22,22,22,29,171,11.0,Thursday,0.0,0.02,0.04,-0.16,-0.1,-0.03,-0.12
1167,2020-03-13,2350.0,14,9,11,11.1,Partly cloudy,62,57,12,8,8,50,200,11.0,Friday,1.0,0.04,-0.04,-0.32,-0.18,-0.07,-0.14
1168,2020-03-14,2730.0,13,9,10,7.8,Patchy rain possible,77,72,10,7,7,35,277,11.0,Saturday,1.0,0.03,-0.05,-0.26,-0.09,0.03,-0.08
1169,2020-03-15,2500.0,17,9,13,0.0,Partly cloudy,64,10,13,12,12,9,162,12.0,Sunday,0.0,0.04,-0.08,-0.14,-0.04,0.08,-0.1
1170,2020-03-16,2360.0,20,12,15,0.0,Partly cloudy,54,4,15,15,15,11,225,12.0,Monday,0.0,0.05,-0.15,-0.12,-0.13,0.06,-0.15
1171,2020-03-17,2512.5,16,8,13,0.0,Partly cloudy,57,5,13,11,11,26,272,12.0,Tuesday,0.0,0.07,-0.24,-0.5700000000000001,-0.19,0.3,-0.09
1172,2020-03-18,2755.0,10,5,7,0.3,Sunny,61,32,7,3,3,36,273,12.0,Wednesday,0.0,0.22,-0.61,-0.84,-0.48,-0.24,-0.51
1173,2020-03-19,2735.0,13,6,9,0.0,Partly cloudy,52,4,9,6,6,19,267,12.0,Thursday,0.0,0.27,-0.63,-0.87,-0.56,-0.33,-0.6
1174,2020-03-20,2877.5,9,4,7,0.0,Partly cloudy,58,7,7,3,3,20,272,12.0,Friday,1.0,0.11,-0.32,-0.85,-0.42,0.2,-0.29
1175,2020-03-21,2715.0,7,3,5,3.6,Patchy rain possible,70,74,5,1,1,25,290,12.0,Saturday,1.0,0.28,-0.78,-0.9400000000000001,-0.75,-0.8200000000000001,-0.87
1176,2020-03-22,2540.0,14,3,8,0.0,Sunny,55,2,8,7,7,7,202,13.0,Sunday,0.0,0.33,-0.8200000000000001,-0.91,-0.74,-0.86,-0.91
1177,2020-03-23,2260.0,20,8,14,0.5,Partly cloudy,29,23,14,14,14,8,211,13.0,Monday,0.0,0.32,-0.8200000000000001,-0.91,-0.74,-0.84,-0.91
1178,2020-03-24,2095.0,18,14,16,0.5,Partly cloudy,36,29,16,16,16,18,265,13.0,Tuesday,0.0,0.3,-0.79,-0.88,-0.66,-0.67,-0.8200000000000001
1179,2020-03-25,2135.0,18,10,14,0.0,Sunny,43,20,14,14,14,9,295,13.0,Wednesday,0.0,0.24,-0.73,-0.87,-0.52,-0.29,-0.64
1180,2020-03-26,2160.0,20,10,15,0.0,Partly cloudy,41,20,15,15,15,13,174,13.0,Thursday,0.0,0.29,-0.72,-0.88,-0.5700000000000001,-0.33,-0.66
1181,2020-03-27,2067.5,21,13,17,0.2,Partly cloudy,41,34,18,17,17,17,256,13.0,Friday,1.0,0.16,-0.44,-0.89,-0.58,-0.4,-0.7000000000000001
1182,2020-03-28,2260.0,17,12,15,0.0,Partly cloudy,50,4,15,14,14,18,320,13.0,Saturday,1.0,0.24,-0.67,-0.9,-0.61,-0.55,-0.76
1183,2020-03-29,2235.0,15,8,11,0.0,Partly cloudy,41,1,11,9,9,18,300,14.0,Sunday,0.0,0.27,-0.73,-0.89,-0.59,-0.52,-0.74
1184,2020-03-30,2155.0,21,10,15,0.0,Partly cloudy,31,9,15,15,15,13,247,14.0,Monday,0.0,0.25,-0.71,-0.88,-0.58,-0.49,-0.73
1185,2020-03-31,2150.0,24,15,20,0.0,Partly cloudy,24,4,20,19,19,22,232,14.0,Tuesday,0.0,0.27,-0.71,-0.89,-0.5700000000000001,-0.49,-0.73
1186,2020-04-01,2372.5,17,11,14,0.0,Partly cloudy,53,4,14,13,13,21,286,14.0,Wednesday,0.0,0.27,-0.71,-0.88,-0.59,-0.46,-0.7000000000000001
1187,2020-04-02,2214.8161725,19,10,14,0.0,Partly cloudy,55,3,14,13,13,12,273,14.0,Thursday,0.0,0.3,-0.6900000000000001,-0.9,-0.59,-0.41000000000000003,-0.6900000000000001
1188,2020-04-03,2065.0,20,11,15,0.0,Partly cloudy,39,6,15,15,15,13,301,14.0,Friday,1.0,0.21,-0.62,-0.9400000000000001,-0.74,-0.84,-0.91
1189,2020-04-04,2030.0,24,12,18,0.0,Partly cloudy,31,9,18,18,18,12,108,14.0,Saturday,1.0,0.22,-0.63,-0.91,-0.56,-0.45,-0.71
1190,2020-04-05,2115.0,30,17,23,0.0,Partly cloudy,19,21,22,23,22,21,208,15.0,Sunday,0.0,0.27,-0.7000000000000001,-0.88,-0.56,-0.44,-0.6900000000000001
1191,2020-04-06,2070.0,26,16,21,0.0,Partly cloudy,30,14,21,21,21,14,236,15.0,Monday,0.0,0.27,-0.7000000000000001,-0.89,-0.61,-0.46,-0.71
1192,2020-04-07,2055.0,22,14,17,0.0,Partly cloudy,43,20,18,17,17,12,182,15.0,Tuesday,0.0,0.27,-0.7000000000000001,-0.89,-0.58,-0.44,-0.7000000000000001
1193,2020-04-08,2205.0,21,11,15,0.0,Partly cloudy,33,43,15,14,14,14,281,15.0,Wednesday,0.0,0.26,-0.7000000000000001,-0.88,-0.58,-0.45,-0.7000000000000001
1194,2020-04-09,2242.5,17,10,13,0.0,Partly cloudy,43,4,13,12,12,14,300,15.0,Thursday,0.0,0.29,-0.6900000000000001,-0.89,-0.58,-0.33,-0.65
1195,2020-04-10,2425.0,15,9,12,0.0,Partly cloudy,54,17,12,10,10,18,292,15.0,Friday,1.0,0.23,-0.66,-0.9400000000000001,-0.77,-0.86,-0.92
1196,2020-04-11,2380.0,16,8,12,0.0,Partly cloudy,55,16,12,10,10,16,293,15.0,Saturday,1.0,0.31,-0.81,-0.9500000000000001,-0.78,-0.89,-0.93
1197,2020-04-12,2225.0,19,8,13,0.0,Partly cloudy,41,1,13,13,13,8,233,16.0,Sunday,0.0,0.25,-0.68,-0.87,-0.51,-0.33,-0.63
1198,2020-04-13,2155.0,21,9,15,0.0,Partly cloudy,41,1,15,15,15,11,206,16.0,Monday,0.0,0.26,-0.68,-0.88,-0.5700000000000001,-0.41000000000000003,-0.68
1199,2020-04-14,2070.0,21,14,17,0.4,Partly cloudy,36,33,17,16,16,24,109,16.0,Tuesday,0.0,0.25,-0.67,-0.87,-0.55,-0.41000000000000003,-0.6900000000000001
1200,2020-04-15,2075.0,21,11,17,0.0,Partly cloudy,45,7,17,16,16,8,164,16.0,Wednesday,0.0,0.24,-0.66,-0.87,-0.52,-0.33,-0.63
1201,2020-04-16,2035.0,24,15,19,0.0,Partly cloudy,36,8,20,19,19,20,220,16.0,Thursday,0.0,0.27,-0.64,-0.88,-0.54,-0.29,-0.63
1202,2020-04-17,2020.0,16,10,13,0.0,Partly cloudy,57,10,14,12,12,19,306,16.0,Friday,1.0,0.22,-0.63,-0.9500000000000001,-0.76,-0.85,-0.92
1203,2020-04-18,1895.0,22,12,17,0.0,Partly cloudy,44,6,17,16,16,16,183,16.0,Saturday,1.0,0.3,-0.79,-0.9500000000000001,-0.78,-0.88,-0.93
1204,2020-04-19,2025.0,25,15,20,0.0,Partly cloudy,36,4,20,20,20,14,64,17.0,Sunday,0.0,0.22,-0.63,-0.84,-0.45,-0.31,-0.59
1205,2020-04-20,2020.0,26,16,21,0.0,Partly cloudy,28,5,21,21,21,12,138,17.0,Monday,0.0,0.23,-0.64,-0.85,-0.51,-0.36,-0.63
1206,2020-04-21,2050.0,28,18,23,0.0,Partly cloudy,30,5,22,23,22,11,241,17.0,Tuesday,0.0,0.22,-0.61,-0.8200000000000001,-0.48,-0.31,-0.59
1207,2020-04-22,2050.0,28,18,23,0.0,Sunny,25,1,23,23,23,19,235,17.0,Wednesday,0.0,0.2,-0.59,-0.8300000000000001,-0.41000000000000003,-0.23,-0.53
1208,2020-04-23,2045.0,23,15,19,0.0,Sunny,34,1,19,18,18,24,275,17.0,Thursday,0.0,0.23,-0.56,-0.84,-0.43,-0.19,-0.5
1209,2020-04-24,1945.0,29,15,22,0.1,Partly cloudy,26,16,22,22,22,28,218,17.0,Friday,1.0,0.23,-0.63,-0.93,-0.76,-0.86,-0.92
1210,2020-04-25,2205.0,18,12,14,0.0,Partly cloudy,59,22,15,13,13,25,293,17.0,Saturday,1.0,0.2,-0.52,-0.88,-0.47000000000000003,-0.29,-0.54
1211,2020-04-26,2185.0,19,9,14,0.0,Sunny,47,10,14,13,13,17,288,18.0,Sunday,0.0,0.23,-0.58,-0.85,-0.46,-0.32,-0.55
1212,2020-04-27,2210.0,21,12,16,0.0,Partly cloudy,35,9,16,16,16,16,277,18.0,Monday,0.0,0.23,-0.56,-0.86,-0.5,-0.34,-0.56
1213,2020-04-28,2080.0,26,15,20,0.0,Partly cloudy,34,8,20,20,20,12,241,18.0,Tuesday,0.0,0.22,-0.55,-0.85,-0.48,-0.35000000000000003,-0.56
1214,2020-04-29,2090.0,21,14,17,0.0,Partly cloudy,36,4,17,17,17,16,306,18.0,Wednesday,0.0,0.19,-0.5,-0.8300000000000001,-0.39,-0.22,-0.45
1215,2020-04-30,2040.0,24,12,18,0.0,Partly cloudy,28,3,18,18,18,11,207,18.0,Thursday,0.0,0.21,-0.48,-0.84,-0.44,-0.2,-0.45
1216,2020-05-01,1935.0,23,13,18,0.0,Partly cloudy,29,11,19,18,18,19,300,18.0,Friday,1.0,0.22,-0.61,-0.9400000000000001,-0.76,-0.85,-0.91
1217,2020-05-02,2110.0,26,16,21,0.0,Partly cloudy,33,4,21,21,21,24,261,18.0,Saturday,1.0,0.13,-0.36,-0.85,-0.35000000000000003,-0.17,-0.4
1218,2020-05-03,2035.0,28,15,22,0.0,Partly cloudy,25,2,21,22,21,18,247,19.0,Sunday,0.0,0.17,-0.45,-0.8200000000000001,-0.35000000000000003,-0.2,-0.41000000000000003
1219,2020-05-04,2005.0,28,16,21,0.0,Sunny,27,1,21,21,21,14,216,19.0,Monday,0.0,0.17,-0.45,-0.8200000000000001,-0.4,-0.22,-0.43
1220,2020-05-05,2210.0,25,13,18,1.1,Partly cloudy,40,25,18,18,18,26,229,19.0,Tuesday,0.0,0.19,-0.46,-0.8,-0.43,-0.26,-0.46
1221,2020-05-06,2140.0,21,9,14,0.0,Sunny,50,1,14,13,13,27,288,19.0,Wednesday,0.0,0.18,-0.43,-0.78,-0.39,-0.2,-0.41000000000000003
1222,2020-05-07,2007.5,27,12,20,0.0,Sunny,27,0,20,19,19,10,257,19.0,Thursday,0.0,0.18,-0.41000000000000003,-0.79,-0.39,-0.13,-0.39
1223,2020-05-08,1910.0,29,14,22,0.0,Sunny,19,0,22,22,22,12,219,19.0,Friday,1.0,0.22,-0.6,-0.93,-0.75,-0.84,-0.91
1224,2020-05-09,2112.5,20,14,18,0.0,Partly cloudy,41,6,18,17,17,28,291,19.0,Saturday,1.0,0.13,-0.31,-0.84,-0.36,-0.14,-0.37
1225,2020-05-10,2020.0,24,11,18,0.0,Sunny,35,0,18,18,18,11,290,20.0,Sunday,0.0,0.16,-0.39,-0.81,-0.33,-0.16,-0.37
1226,2020-05-11,2062.5,28,13,21,0.0,Sunny,26,0,21,21,21,8,163,20.0,Monday,0.0,0.16,-0.4,-0.8,-0.38,-0.18,-0.4
1227,2020-05-12,2040.0,31,17,25,0.0,Partly cloudy,19,18,25,25,25,11,77,20.0,Tuesday,0.0,0.16,-0.39,-0.8,-0.35000000000000003,-0.15,-0.37
1228,2020-05-13,2135.0,32,19,26,0.0,Partly cloudy,13,36,26,26,26,12,134,20.0,Wednesday,0.0,0.15,-0.38,-0.8,-0.34,-0.15,-0.37
1229,2020-05-14,2165.0,33,21,28,0.0,Partly cloudy,14,39,27,28,27,12,133,20.0,Thursday,0.0,0.16,-0.38,-0.81,-0.38,-0.13,-0.39
1230,2020-05-15,2065.0,33,23,28,0.0,Partly cloudy,15,21,27,28,27,18,93,20.0,Friday,1.0,0.21,-0.58,-0.89,-0.74,-0.8300000000000001,-0.91
1231,2020-05-16,2305.0,33,21,28,0.0,Partly cloudy,21,10,28,28,28,15,86,20.0,Saturday,1.0,0.1,-0.28,-0.8,-0.32,-0.09,-0.33
1232,2020-05-17,2445.0,34,21,28,0.0,Partly cloudy,22,17,29,28,29,13,132,21.0,Sunday,0.0,0.15,-0.38,-0.76,-0.32,-0.13,-0.35000000000000003
1233,2020-05-18,2497.5,33,22,28,0.0,Partly cloudy,19,19,27,28,27,14,84,21.0,Monday,0.0,0.15,-0.38,-0.78,-0.37,-0.12,-0.35000000000000003
1234,2020-05-19,2605.0,34,23,28,0.0,Sunny,15,3,27,28,27,15,39,21.0,Tuesday,0.0,0.14,-0.38,-0.77,-0.31,-0.07,-0.31
1235,2020-05-20,2630.0,33,21,28,0.0,Sunny,16,2,27,28,27,12,86,21.0,Wednesday,0.0,0.1,-0.36,-0.73,-0.17,0.19,-0.09
1236,2020-05-21,2570.0,35,22,29,0.0,Partly cloudy,14,10,29,29,29,14,258,21.0,Thursday,0.0,0.1,-0.35000000000000003,-0.73,-0.11,0.4,0.0
1237,2020-05-22,2200.0,34,22,28,0.0,Partly cloudy,16,3,27,28,27,18,283,21.0,Friday,1.0,0.21,-0.59,-0.93,-0.74,-0.84,-0.91
1238,2020-05-23,1945.0,31,18,24,0.0,Partly cloudy,27,5,23,24,23,26,273,21.0,Saturday,1.0,0.29,-0.77,-0.93,-0.76,-0.86,-0.92
1239,2020-05-24,1810.0,20,12,15,0.0,Partly cloudy,47,2,16,14,14,34,290,22.0,Sunday,0.0,0.33,-0.8200000000000001,-0.9400000000000001,-0.74,-0.8300000000000001,-0.91
1240,2020-05-25,1722.5,25,8,17,0.0,Sunny,40,0,17,16,16,11,234,22.0,Monday,0.0,0.12,-0.61,-0.8,-0.21,-0.05,-0.34
1241,2020-05-26,2050.0,30,12,22,0.0,Sunny,26,0,22,22,22,10,156,22.0,Tuesday,0.0,0.1,-0.31,-0.74,-0.24,-0.08,-0.29
1242,2020-05-27,2185.0,30,18,24,0.0,Sunny,24,0,24,24,24,16,207,22.0,Wednesday,0.0,0.1,-0.29,-0.74,-0.24,-0.07,-0.27
1243,2020-05-28,2050.0,27,15,21,0.0,Partly cloudy,27,10,22,21,21,16,291,22.0,Thursday,0.0,0.11,-0.27,-0.74,-0.26,0.0,-0.26
1244,2020-05-29,1865.0,23,13,18,0.0,Sunny,32,0,18,18,18,18,309,22.0,Friday,1.0,0.21,-0.5700000000000001,-0.93,-0.73,-0.8300000000000001,-0.91
1245,2020-05-30,2075.0,27,10,20,0.0,Partly cloudy,31,19,20,20,20,10,163,22.0,Saturday,1.0,0.06,-0.17,-0.78,-0.18,-0.02,-0.23
1246,2020-05-31,2130.0,29,15,22,0.0,Sunny,28,0,22,22,22,12,195,23.0,Sunday,0.0,0.09,-0.25,-0.7000000000000001,-0.18,-0.07,-0.25
1247,2020-06-01,2130.0,28,17,23,0.0,Sunny,21,1,23,23,23,16,315,23.0,Monday,0.0,0.1,-0.24,-0.7000000000000001,-0.26,-0.08,-0.28
1248,2020-06-02,2250.0,31,17,24,0.0,Partly cloudy,26,1,24,24,24,19,251,23.0,Tuesday,0.0,0.1,-0.25,-0.71,-0.26,-0.1,-0.29
1249,2020-06-03,2150.0,27,16,22,0.0,Partly cloudy,29,10,22,22,22,19,293,23.0,Wednesday,0.0,0.09,-0.24,-0.7000000000000001,-0.23,-0.05,-0.26
1250,2020-06-04,2157.5,30,15,24,0.0,Partly cloudy,27,24,24,24,24,12,236,23.0,Thursday,0.0,0.11,-0.23,-0.73,-0.27,-0.03,-0.28
1251,2020-06-05,1965.0,33,18,26,0.0,Sunny,30,2,26,26,26,15,221,23.0,Friday,1.0,0.2,-0.52,-0.92,-0.6900000000000001,-0.79,-0.88
1252,2020-06-06,2430.0,33,20,27,0.0,Sunny,25,0,27,27,27,16,175,23.0,Saturday,1.0,0.01,-0.11,-0.67,0.0,0.13,-0.02
1253,2020-06-07,2505.0,33,19,27,0.0,Sunny,25,0,27,27,27,13,253,24.0,Sunday,0.0,0.05,-0.21,-0.62,-0.06,0.06,-0.08
1254,2020-06-08,2520.0,32,22,27,0.0,Sunny,17,0,26,27,26,18,300,24.0,Monday,0.0,0.05,-0.2,-0.62,-0.12,0.03,-0.12
1255,2020-06-09,2502.5,33,20,27,0.0,Sunny,25,0,26,27,26,12,257,24.0,Tuesday,0.0,0.04,-0.19,-0.59,-0.07,0.04,-0.1
1256,2020-06-10,2420.0,31,18,25,0.0,Sunny,17,3,25,25,25,18,313,24.0,Wednesday,0.0,0.04,-0.18,-0.56,-0.02,0.08,-0.06
1257,2020-06-11,2345.0,29,20,24,0.0,Partly cloudy,22,15,24,24,24,28,296,24.0,Thursday,0.0,0.06,-0.17,-0.63,-0.05,0.07,-0.09
1258,2020-06-12,2010.0,28,15,22,0.0,Sunny,23,0,22,22,22,20,323,24.0,Friday,1.0,0.04,-0.07,-0.77,0.04,-0.05,-0.17
1259,2020-06-13,2430.0,32,16,25,0.0,Partly cloudy,30,6,25,25,25,15,268,24.0,Saturday,1.0,0.03,-0.1,-0.68,-0.01,0.03,-0.1
1260,2020-06-14,2420.0,33,22,27,0.9,Sunny,29,29,27,27,27,22,244,25.0,Sunday,0.0,0.05,-0.19,-0.58,-0.03,0.05,-0.08
1261,2020-06-15,2395.0,30,17,24,0.0,Sunny,28,1,24,24,24,13,233,25.0,Monday,0.0,0.05,-0.17,-0.58,-0.07,0.04,-0.11
1262,2020-06-16,2412.5,32,14,24,0.0,Sunny,29,0,23,24,23,12,238,25.0,Tuesday,0.0,0.05,-0.17,-0.6,-0.04,0.04,-0.09
1263,2020-06-17,2460.0,33,20,27,0.0,Sunny,20,0,27,27,27,19,285,25.0,Wednesday,0.0,0.04,-0.17,-0.58,-0.02,0.06,-0.07
1264,2020-06-18,2420.0,32,19,26,0.0,Sunny,26,0,25,26,25,19,284,25.0,Thursday,0.0,0.06,-0.16,-0.6,-0.05,0.03,-0.11
1265,2020-06-19,2025.0,28,15,22,0.0,Sunny,32,0,23,22,22,24,300,25.0,Friday,1.0,0.03,-0.07,-0.74,0.08,-0.04,-0.16
1266,2020-06-20,2355.0,26,14,20,0.0,Partly cloudy,50,2,21,20,20,21,297,25.0,Saturday,1.0,0.03,-0.09,-0.67,-0.01,0.02,-0.09
1267,2020-06-21,2455.0,32,15,24,0.0,Sunny,36,0,24,24,24,15,227,26.0,Sunday,0.0,0.04,-0.18,-0.5700000000000001,0.0,0.04,-0.07
1268,2020-06-22,2475.0,33,23,28,0.0,Sunny,20,0,27,28,27,25,273,26.0,Monday,0.0,0.04,-0.19,-0.55,-0.04,0.07,-0.07
1269,2020-06-23,2442.5,32,21,27,0.0,Sunny,21,0,26,27,26,24,300,26.0,Tuesday,0.0,0.04,-0.19,-0.55,-0.01,0.07,-0.06
1270,2020-06-24,2410.0,29,18,24,0.0,Sunny,25,0,24,24,24,21,316,26.0,Wednesday,0.0,0.03,-0.17,-0.59,0.01,0.09,-0.04
1271,2020-06-25,2360.0,32,16,25,0.0,Sunny,23,0,25,25,25,11,232,26.0,Thursday,0.0,0.05,-0.16,-0.59,0.02,0.07,-0.07
1272,2020-06-26,2165.0,35,16,27,0.0,Sunny,27,0,27,27,27,10,229,26.0,Friday,1.0,0.01,-0.06,-0.73,0.2,0.02,-0.11
